name,repair_shop_type,repair_scope,contac,region,address,latitude,longitude,available_time
현풍점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-611-4040,대구광역시,달성군 현풍읍 논공로 60,35.710997693575806,128.44243110360372,08:30 ~ 18:00
화원점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-638-8504,대구광역시,달성군 화원읍 비슬로 2408,35.79499063089627,128.48350397224567,08:30 ~ 18:00
공항현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,053-985-9600,대구광역시,동구 공항로 139,35.90101801412976,128.6301140682267,09:00 ~ 18:00
효목점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-754-4616,대구광역시,동구 동부로 182,35.877573298297925,128.63236062011094,08:30 ~ 18:00
신천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-952-8204,대구광역시,동구 동부로 51,35.8751325524544,128.617944483772,08:30 ~ 18:00
서호점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-963-8287,대구광역시,동구 안심로43길 2,35.86641392140517,128.70897747744274,08:30 ~ 18:00
동대구현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,053-963-5000,대구광역시,동구 공항로 139,35.90101801412976,128.6301140682267,09:00 ~ 18:00
방촌점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-981-8022,대구광역시,동구 화랑로 399,35.87708753322703,128.66784522231237,08:30 ~ 18:00
산격점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-957-0188,대구광역시,북구 동북로 192,35.897941036250096,128.6131378915895,N
팽성점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-691-4856,경기도,평택시 팽성읍 안정로 215,36.9696042378844,127.063521442838,09:00 ~ 18:00
동천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-323-8204,대구광역시,북구 동천로23길 31,35.94209098400478,128.55693295813973,N
고성점 블루핸즈,현대,모든 수리,053-356-0404,대구광역시,북구 옥산로 74,35.88442846374113,128.58362100150987,N
읍내점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-324-9909,대구광역시,북구 칠곡중앙대로 667,35.9548349743328,128.554492026741,N
태전점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-313-8572,대구광역시,북구 학정로 113,35.91793333825386,128.55058895715223,08:30 ~ 18:00
서변점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-939-8572,대구광역시,북구 호국로 237,35.923056001708,128.59903716321932,N
현대대경시트,현대,고전압배터리 제외 전 작업 수리 가능,053-355-0554,대구광역시,서구 달서천로 337-1,35.88478425220308,128.5710098011219,09:00 ~ 17:30
평리중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-572-8282,대구광역시,서구 서대구로 172,35.87328637776243,128.55544475509126,N
평리점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-565-8204,대구광역시,서구 서대구로 205,35.87640483462533,128.55443281236276,N
서대구현대서비스,현대,모든 수리,053-562-2662,대구광역시,북구 노원로 6,35.889903122080256,128.56400901451616,08:30 ~ 17:30
노변점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-793-8204,대구광역시,수성구 고산로 69,35.836891601832754,128.70374130107504,N
만촌동부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-752-8572,대구광역시,수성구 국채보상로 989,35.86662101024161,128.63857144034105,N
수성중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-755-8200,대구광역시,수성구 달구벌대로 2356,35.85903502311477,128.6202518511507,09:00 ~ 17:30
만촌점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-759-8204,대구광역시,수성구 달구벌대로 2543,35.85926063172351,128.64093941194977,08:30 ~ 18:00
시지점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-791-2868,대구광역시,수성구 달구벌대로 3018,35.84148692051557,128.6874920919375,09:00 ~ 18:00
중동중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-764-6101,대구광역시,수성구 들안로 227,35.8504015654795,128.616343798849,08:30 ~ 17:30
상동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-761-8572,경기도,부천시 원미구 장말로 174,37.4931329357058,126.761000366575,08:30 ~ 18:00
시지현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,053-795-1000,대구광역시,수성구 욱수천로 90-17,35.8346137865875,128.712597652582,N
두산점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-761-0010,대구광역시,수성구 지범로 41-4,35.826918582301566,128.62629984545868,N
목상점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-935-2110,대전광역시,대덕구 대덕대로 1508,36.4492676938806,127.415853947613,08:30 ~ 18:00
중리점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-635-8204,대전광역시,대덕구 송촌북로5번길 7,36.3626959840853,127.436665335371,08:30 ~ 18:00
상서점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-933-4972,대전광역시,대덕구 신탄진로 607,36.4330923020091,127.423422479002,08:30 ~ 18:00
대동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-282-0109,대전광역시,동구 계족로 122-1,36.32524921413,127.445775549981,N
용전점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-636-0711,대전광역시,동구 계족로505번길 3,36.3567383742767,127.432442950348,N
동대전현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,042-1533-1040,대전광역시,동구 새울로 58-15,36.32384383602916,127.46319400989526,08:30 ~ 17:30
관저점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-542-8572,대전광역시,서구 관저동로73번길 23,36.2983871526948,127.339173835266,N
도마점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-535-6826,대전광역시,서구 도산로 149,36.3218076200943,127.37747277724,N
용문점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-536-8204,대전광역시,서구 도산로 339,36.3357949150491,127.389516125378,N
둔산동부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-476-8204,대전광역시,서구 문정로9번길 10-12,36.3458353515315,127.381278186136,08:30 ~ 18:00
변동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-532-3400,대전광역시,서구 도산로 149,36.3218076200943,127.37747277724,N
지족남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-535-0711,대전광역시,유성구 북유성대로 149,36.379855221923066,127.32299315566738,N
원신흥점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-632-6615,대전광역시,유성구 원신흥로40번길 21,36.3378749385732,127.341131586026,09:00 ~ 17:30
자운점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-863-2500,대전광역시,유성구 유성대로1184번길 71,36.3949944472401,127.353691461516,08:30 ~ 18:00
봉명점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-823-0119,대전광역시,유성구 유성대로654번길 192,36.349966489163,127.339388510237,N
지족점㈜ 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-477-7676,대전광역시,유성구 북유성대로 149,36.379855221923066,127.32299315566738,N
탑립점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-626-9974,대전광역시,유성구 테크노10로 53,36.4164556462663,127.408239827118,N
안영점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-586-1393,대전광역시,중구 대둔산로 237,36.29130296723262,127.38133996638044,08:30 ~ 18:00
문화점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-582-1199,대전광역시,중구 산성로 138,36.3118794959671,127.402019613569,N
강서범방점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,051-832-1133,부산광역시,강서구 가락대로900번길 5,35.1512118194545,128.881660249273,N
대저점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,051-971-5559,부산광역시,강서구 공항앞길221번길 17,35.17286014417905,128.95214683035854,N
명지점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,051-271-3535,부산광역시,강서구 명지새동네길1번길 12,35.1090992125285,128.931244116679,N
남부산현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,051-941-3761,부산광역시,강서구 생곡산단1로 7,35.1359702266392,128.885868706399,09:00 ~ 18:00
현대서비스가산종합정비,현대,고전압배터리 제외 전 작업 수리 가능,054-971-1500,경상북도,칠곡군 가산면 송신로 276,36.1050650248413,128.519540955413,09:00 ~ 17:30
북삼현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-974-6662,경상북도,칠곡군 북삼읍 금오대로 120,36.056559530593,128.344865082322,N
왜관점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-974-3306,경상북도,칠곡군 왜관읍 관문로 148-5,35.98774324234507,128.41066665862118,08:30 ~ 18:00
송도점 블루핸즈,현대,모든 수리,054-243-8204,인천광역시,연수구 신송로118번길 9,37.3962728369954,126.652883370244,09:00 ~ 18:00
포항서비스센터 블루핸즈,현대,모든 수리,054-286-2111,경상북도,포항시 북구 청하면 동해대로 2353,36.17957825322539,129.34021834384902,08:30 ~ 18:00
오천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-292-4473,경상북도,포항시 남구 오천읍 정몽주로 625,35.97380813827748,129.41449625530234,08:30 ~ 18:00
이동점 블루핸즈,현대,모든 수리,054-276-8204,경상북도,포항시 남구 이동로 20,36.0319678244665,129.337727570662,09:00 ~ 18:30
청림점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-292-5020,경상북도,포항시 남구 정몽주로 897,35.9946179822379,129.403477007473,08:30 ~ 18:00
상도점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-272-8205,서울,동작구 상도로 386,37.4945625560816,126.954744816121,N
(주)포항현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-285-8080,경상북도,포항시 남구 호동로 122,35.9896715109798,129.38457188419,N
대이점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-283-2211,경상북도,포항시 남구 효자로 134,36.0110715809363,129.34069869552,08:30 ~ 18:00
장성점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-246-8204,경상북도,포항시 북구 삼흥로 76,36.06866125774137,129.37934981166924,08:30 ~ 18:00
대신점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-241-8272,경상북도,포항시 북구 선착로 2,36.0468794018815,129.364813415682,08:30 ~ 18:00
달전점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-262-8204,경상북도,포항시 북구 소티재로 173,36.06652092911649,129.35071299040837,08:30 ~ 18:00
양덕점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-253-8383,경상남도,창원시 마산회원구 양덕남9길 88,35.22424678373906,128.58767973830814,N
장량점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-251-8204,경상북도,포항시 북구 장성로 38,36.07957802783249,129.39257936842628,08:30 ~ 18:00
북포항현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-232-8204,경상북도,포항시 북구 청하면 동해대로 2353,36.17957825322539,129.34021834384902,08:30 ~ 18:00
흥해점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-262-8275,경상북도,포항시 북구 흥해읍 동해대로 1529,36.108622855392696,129.3424508901986,08:30 ~ 18:00
북부현대서비스,현대,모든 수리,062-972-8204,광주광역시,광산구 도천남길 213,35.2139763841889,126.819454027552,08:30 ~ 18:00
광산현대서비스(주),현대,고전압배터리 제외 전 작업 수리 가능,062-940-9800,광주광역시,광산구 풍영정길 333,35.194715607725655,126.85441426579268,08:30 ~ 18:00
신창진흥점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-961-3111,광주광역시,광산구 북문대로 482,35.1984356291781,126.84437768844676,08:30 ~ 18:00
산정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-955-8204,광주광역시,광산구 산정공원로81번길 30,35.17507110591899,126.80480906155653,N
송정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-945-8204,광주광역시,광산구 송도로 299,35.1399050706571,126.800659655615,08:00 ~ 18:00
수완점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-961-4111,광주광역시,광산구 수완로74번길 11-38,35.19286035429955,126.8299966616054,08:30 ~ 18:00
월계첨단점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-973-5119,광주광역시,광산구 첨단중앙로124번길 59,35.216672373840574,126.84555215505556,N
빛고을현대서비스(주),현대,모든 수리,062-515-8582,광주광역시,광산구 풍영정길 333,35.194715607725655,126.85441426579268,08:30 ~ 18:00
하남현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,062-962-2111,광주광역시,광산구 하남대로 127-10,35.1812026356684,126.807380951933,N
진월점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-676-9114,광주광역시,남구 서문대로627번안길 12,35.11437119039672,126.89660379190178,08:30 ~ 17:00
월산남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-362-8504,광주광역시,남구 월산로 47-4,35.14242131620708,126.89944006141764,08:30 ~ 19:00
봉선점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-671-2878,광주광역시,남구 제석로 117-2,35.125073777434146,126.90748121600458,08:30 ~ 17:30
산수점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-528-8572,광주광역시,동구 필문대로 112,35.160603498639766,126.93010604381725,N
두암점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-261-6444,광주광역시,북구 면앙로 160,35.17593402230109,126.92894134643132,08:30 ~ 17:30
용봉점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-523-8205,광주광역시,북구 설죽로 223,35.17955395194659,126.8975862152732,N
삼각점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-574-8572,광주광역시,북구 일곡택지로 69-1,35.2079949541431,126.89406477298049,N
일곡점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-575-8504,광주광역시,북구 일곡택지로 69-1,35.2079949541431,126.89406477298049,N
신안점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-383-8020,광주광역시,북구 중흥로 124,35.1625642561698,126.907669278827,08:30 ~ 17:30
쌍촌점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-375-8204,광주광역시,서구 천변좌하로484번길 2,35.16756707261583,126.863971813607,09:00 ~ 18:00
서부현대서비스,현대,모든 수리,062-675-3111,전북특별자치도,고창군 고창읍 고인돌대로 1636-6,35.42574978071984,126.6928775128054,N
풍암동부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-682-8204,광주광역시,서구 풍암순환로128번길 81,35.12888169071809,126.88591891751756,08:30 ~ 18:00
화정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-383-3116,광주광역시,서구 화정로 80,35.1447182476401,126.866160680206,08:30 ~ 18:00
서군위현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-383-4567,대구광역시,군위군 군위읍 경북대로 3605,36.2256327436605,128.565673439835,00:00 ~ 24:00
대명점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-624-8204,대구광역시,남구 대명로 28,35.83785264910664,128.56055615812213,N
중대구현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,053-471-6611,대구광역시,남구 봉덕로 32,35.84468238574973,128.59385506959455,09:00 ~ 18:00
대명중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-623-8204,대구광역시,남구 성당로 286,35.8583801042353,128.57456334833455,08:30 ~ 18:00
봉덕점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-472-8204,대구광역시,남구 봉덕로 32,35.84468238574973,128.59385506959455,09:00 ~ 18:00
대명남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-622-8899,대구광역시,남구 현충로 110,35.8425943549108,128.580285310064,N
본리점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-523-2211,대구광역시,달서구 구마로 73,35.83772242445554,128.5356229164404,N
신당중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-583-8205,대구광역시,달서구 달구벌대로 1206,35.851365434533015,128.49927535876256,08:30 ~ 18:00
진천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-644-8204,대구광역시,달서구 상화로 167,35.8101019976124,128.532159113781,08:30 ~ 18:30
용산점 블루핸즈,현대,모든 수리,053-643-8572,대구광역시,달서구 새방로 28,35.86111796734668,128.52211670305817,N
월암점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-593-8204,대구광역시,달서구 월암로 56,35.8229144583424,128.516975205442,08:30 ~ 18:00
남대구현대서비스,현대,모든 수리,053-585-4488,대구광역시,달서구 성서공단로 337,35.8371177340912,128.519747857082,09:00 ~ 18:00
서대구현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,053-585-5900,대구광역시,달서구 성서공단로 72-19,35.8328643080419,128.490681555271,09:00 ~ 18:00
송현중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-657-8204,대구광역시,달서구 송현로 14,35.821140256791,128.5502208780471,08:30 ~ 18:30
진량점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-854-4500,경상북도,경산시 진량읍 낙산길 4,35.875218514325,128.81196116349656,08:30 ~ 18:00
경산서비스 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-852-3800,경상북도,경산시 진량읍 의송길 6,35.863514722771185,128.80383041106018,08:30 ~ 18:00
하양점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-854-4317,경상북도,경산시 하양읍 대경로 799,35.91528240576695,128.82630705222746,08:30 ~ 18:00
황성점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-776-8209,경상북도,경주시 갓뒤길3번길 1-6,35.8707054732345,129.216298502494,08:30 ~ 18:00
건천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-751-8207,경상북도,경주시 건천읍 내서로 1201,35.8434722592663,129.10941922652282,08:30 ~ 17:30
경주현대서비스(주),현대,모든 수리,054-776-9100,경상북도,경주시 공단로 45,35.874548000484,129.21915002474265,N
성건점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-744-8204,경상북도,경주시 북문로 63,35.85035694334212,129.20946877628424,08:30 ~ 18:00
용강점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-741-8204,서울,마포구 토정로 270,37.5423738327036,126.939616718821,08:30 ~ 18:00
안강점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-763-8205,경상북도,경주시 안강읍 안강중앙로 40-1,35.9952467279624,129.204536863814,08:30 ~ 18:00
성동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-771-7120,경상북도,경주시 알천남로 176-1,35.8492379838901,129.219186896799,08:30 ~ 18:00
외동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-775-7373,경상북도,경주시 외동읍 모화남1길 5,35.67055468284079,129.3367132129978,08:30 ~ 18:00
경주현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-701-2323,경상북도,경주시 태종로 266-3,35.8370434957088,129.164759297101,08:30 ~ 19:30
충효점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-743-8204,경상북도,경주시 태종로 450-2,35.84341630351092,129.179080047076,08:30 ~ 18:00
고령점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-956-5141,경상북도,고령군 대가야읍 대가야로 1421,35.73518242144375,128.27225479549435,N
고아점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-482-8383,경상북도,구미시 고아읍 송평로 6,36.16256849847706,128.35432722188534,N
송정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-456-0080,광주광역시,광산구 송도로 299,35.1399050706571,126.800659655615,08:00 ~ 18:00
봉곡점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-453-7507,경상남도,창원시 의창구 지귀로24번길 14,35.24460055624595,128.65088686977845,N
(주)구미현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-464-3300,경상북도,구미시 비산로 45,36.120355774137344,128.3764332604333,09:00 ~ 18:00
북구미현대서비스(주),현대,고전압배터리 제외 전 작업 수리 가능,054-471-9200,경상북도,구미시 산동읍 옥계2공단로 640,36.161778012194944,128.41640909599772,09:00 ~ 17:30
옥계점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-471-3691,경상북도,구미시 산호대로24길 9-33,36.13642250024424,128.41607093149008,N
사곡점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-464-8204,경상북도,구미시 상모로1길 68-1,36.09469790819471,128.35517344803364,N
서구미현대서비스,현대,모든 수리,054-457-5055,경상북도,구미시 선기로3길 44,36.12773564329036,128.31727772402456,08:30 ~ 18:00
도량점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-442-0083,경상북도,구미시 송선로 495,36.13397622568437,128.32200442606398,N
황상점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-473-1450,경상북도,구미시 수출대로 526,36.110389971543285,128.42259201427,09:00 ~ 18:00
인의점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-475-9868,경상북도,구미시 인동15길 9,36.100141145001686,128.42602375693707,08:30 ~ 18:00
평화점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-432-8204,전라남도,목포시 평화로107번길 5,34.798520899282884,126.43545913794632,N
서김천현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-433-1154,경상북도,김천시 속구미길 65,36.12911132759912,128.13349401409627,N
(주)동김천현대서비스,현대,모든 수리,054-434-7757,경상북도,김천시 혁신로 316-17,36.12886839880152,128.18275491292343,N
모전서부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-553-2902,경상북도,문경시 당교로 216,36.58511924773541,128.1866531499635,N
모전점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-555-8272,경상북도,문경시 모전로 150,36.59438178269132,128.18906903123033,N
무양점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-533-9011,경상북도,상주시 경상대로 3063-9,36.42105876480083,128.150072320786,N
복룡점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-532-4700,경상북도,상주시 복룡3길 18,36.4172954471685,128.1729776821065,N
상주현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-535-9003,경상북도,상주시 북상주로 102,36.43852950202483,128.1590244518279,N
신봉점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-535-8510,경기도,용인시 수지구 수지로227번길 2,37.3213181105923,127.084512196543,08:30 ~ 18:00
성주점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-931-8204,경상북도,성주군 성주읍 성주순환로 226,35.92264727655131,128.29003180171742,08:30 ~ 18:30
태화점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-854-3159,경상북도,안동시 경동로 427,36.5690687616057,128.70678787110054,08:30 ~ 18:00
옥동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-855-8204,울산광역시,남구 팔등로 3,35.544035992854226,129.30708725570557,08:30 ~ 18:00
현대종합정비공장,현대,고전압배터리 제외 전 작업 수리 가능,054-858-5555,경상북도,안동시 공단로 42,36.55025402548179,128.70523375365374,N
용상점 블루핸즈,현대,모든 수리,054-822-8505,경상북도,안동시 충효로 4454,36.55061249379225,128.73669969526009,N
정하점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-857-8272,경상북도,안동시 충효로 4454,36.55061249379225,128.73669969526009,N
서안동현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-859-3434,경상북도,안동시 풍산읍 풍산태사로 773,36.58938815877968,128.54615338182677,08:30 ~ 17:30
강구점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-733-5300,경상북도,영덕군 강구면 동해대로 4571,36.3650191999398,129.37658770587,N
영주종합정비공장 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-634-2800,경상북도,영주시 구성로88번길 172,36.8086303064889,128.635385091584,08:30 ~ 17:30
가흥점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-632-8222,경상북도,영주시 신재로 25,36.83071844669698,128.60984165464325,08:30 ~ 18:00
원당점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-638-0311,충청남도,당진시 원당골길 4,36.90538019400907,126.65576062898388,08:30 ~ 18:00
금호점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-336-8202,경상북도,영천시 금호읍 금호로 25-1,35.92968079208475,128.864651325666,08:30 ~ 18:30
영천현대서비스,현대,모든 수리,054-337-3005,경상북도,영천시 금호읍 금호로 338-32,35.93734514526218,128.8963570726055,08:30 ~ 17:30
야사점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-338-0003,경상북도,영천시 충효로 171,35.97785581076549,128.94710723369872,08:30 ~ 17:30
영천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-336-8204,경상북도,영천시 향군로 16,35.96430061929792,128.91939354038377,08:30 ~ 17:30
예천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-655-8582,충청남도,서산시 나무장1길 44,36.7721705006478,126.442539151691,08:30 ~ 17:00
울릉현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-791-1113,경상북도,울릉군 울릉읍 사동2길 139,37.48141952987305,130.8903463600098,N
울진남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-782-8206,경상북도,울진군 울진읍 토일1길 70-17,36.978564037750814,129.39574777442107,08:30 ~ 18:30
죽변점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-783-0161,경상북도,울진군 죽변면 울진북로 1552,37.0743790944999,129.40133390197926,08:30 ~ 18:30
후포점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-788-8204,경상북도,울진군 후포면 후포삼율로 199,36.68773311576091,129.44146054469866,08:30 ~ 18:00
의성점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-833-6600,대구광역시,군위군 군위읍 경북대로 3605,36.2256327436605,128.565673439835,00:00 ~ 24:00
청도점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-373-8208,경상북도,청도군 청도읍 중앙로 77,35.64616638315062,128.75176360521542,08:30 ~ 17:30
청도현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-373-8400,경상북도,청도군 화양읍 청려로 1798,35.650994813388685,128.71526861330568,09:00 ~ 17:30
의령점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,055-572-9585,경상남도,의령군 의령읍 백산로 32,35.32177904612857,128.26669826699035,N
금산점 블루핸즈,현대,모든 수리,055-763-2988,충청남도,금산군 금성면 안비범길 14,36.1153423832176,127.494736600566,N
평거점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,055-746-9200,경상남도,진주시 남강로309번길 12,35.1688669222279,128.062993100165,08:00 ~ 18:00
동진주현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,055-763-2506,경상남도,진주시 대신로109번길 9,35.1698329643085,128.117092866034,09:00 ~ 18:00
㈜대동정비 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,055-752-1121,경상남도,진주시 도동로 154,35.18386950195889,128.12277733652937,09:00 ~ 17:30
